complaint_id,date,complaint_text,department,sentiment,city,priority_level,resolution_days,is_repeat_complaint,submission_channel
CMP00605,2022-03-31,Metro station lift not working for 27 weeks. Elderly and disabled unable to use.,Transport,Positive,Mumbai,1,26,0,app
CMP00606,2023-05-24,The water coming from the tap is extremely dirty and has a foul smell. Children are falling sick.,Water,Critical/Urgent,Delhi,5,4,0,app
CMP00607,2023-10-23,Public toilet near our area is extremely dirty and not maintained. Spreading disease.,Sanitation,Neutral,Bengaluru,2,19,0,online
CMP00608,2023-05-13,Our colony has not received clean drinking water since 28 days. This is unacceptable.,Water,Negative,Kolkata,4,30,0,phone
CMP00609,2023-01-16,School has not received textbooks yet. Academic year already 7 months in progress.,Education,Critical/Urgent,Chennai,5,1,0,app
CMP00610,2022-06-29,Road markings completely faded. No lane discipline possible causing accidents.,Roads,Negative,Delhi,3,11,0,online
CMP00611,2022-07-08,Sewage water is mixing with drinking water supply causing serious health hazards.,Water,Negative,Hyderabad,4,36,0,app
CMP00612,2023-07-01,The footpath on main road is encroached by shops. Pedestrians are forced to walk on road.,Roads,Neutral,Chennai,2,8,0,walk-in
CMP00613,2023-10-25,Public toilet near our area is extremely dirty and not maintained. Spreading disease.,Sanitation,Negative,Chennai,4,31,0,phone
CMP00614,2022-02-11,School admission process very corrupt. Poor families being asked for illegal donations.,Education,Critical/Urgent,Delhi,5,9,0,app
CMP00615,2022-12-01,The water tank in our area overflows daily wasting thousands of litres. Nobody is fixing it.,Water,Negative,Bengaluru,3,39,0,phone
CMP00616,2023-11-25,School has not received textbooks yet. Academic year already 8 months in progress.,Education,Critical/Urgent,Mumbai,5,9,1,phone
CMP00617,2023-02-12,Open defecation happening near children playground due to no public toilet facility.,Sanitation,Critical/Urgent,Delhi,5,7,0,walk-in
CMP00618,2023-07-29,Road on Park Street has huge potholes for months. Two-wheeler accidents happening daily.,Roads,Negative,Mumbai,4,14,1,walk-in
CMP00619,2023-03-01,School admission process very corrupt. Poor families being asked for illegal donations.,Education,Critical/Urgent,Delhi,5,10,0,phone
CMP00620,2022-04-01,Street lights are not working for weeks. Area is completely dark and robbery risk is high.,Electricity,Neutral,Bengaluru,2,27,0,walk-in
CMP00621,2023-01-26,Power fluctuation is destroying our appliances. This is causing huge financial loss to us.,Electricity,Critical/Urgent,Chennai,5,9,1,online
CMP00622,2022-08-18,School has not received textbooks yet. Academic year already 28 months in progress.,Education,Critical/Urgent,Bengaluru,5,1,0,app
CMP00623,2023-05-19,Road markings completely faded. No lane discipline possible causing accidents.,Roads,Neutral,Hyderabad,2,2,0,app
CMP00624,2023-08-03,Garbage dump near our society is overflowing. Rodents and mosquitoes breeding rapidly.,Sanitation,Neutral,Ahmedabad,2,17,1,online
CMP00625,2022-11-24,Road on Anna Salai has huge potholes for months. Two-wheeler accidents happening daily.,Roads,Negative,Kolkata,3,45,0,app
CMP00626,2022-10-24,"Power cut in our area since 10 days. No electricity at all, we cannot survive in this heat.",Electricity,Negative,Chennai,3,34,0,phone
CMP00627,2023-07-11,Mid-day meal quality very poor. Children falling sick after eating food in school.,Education,Neutral,Pune,2,21,0,app
CMP00628,2022-05-21,Vaccination camp cancelled without notice. Parents came with children from far areas.,Healthcare,Negative,Chennai,3,24,1,walk-in
CMP00629,2022-07-12,The footpath on main road is encroached by shops. Pedestrians are forced to walk on road.,Roads,Neutral,Mumbai,2,27,1,online
CMP00630,2022-05-23,Water pipe has burst on SV Road and water is flooding the road. Immediate repair needed urgently.,Water,Negative,Kolkata,4,39,0,phone
CMP00631,2023-12-06,No female doctor available at health center. Women patients feel extremely uncomfortable.,Healthcare,Negative,Hyderabad,3,20,0,phone
CMP00632,2023-03-18,Frequent power outages every day. This is affecting our business and daily life terribly.,Electricity,Negative,Bengaluru,4,13,0,online
CMP00633,2022-11-05,Government school has no teachers for 17 months. Children sitting idle in class.,Education,Negative,Bengaluru,3,7,0,phone
CMP00634,2022-05-30,No bus shelter on main road stop. Commuters standing in rain and hot sun daily.,Transport,Neutral,Chennai,2,38,0,app
CMP00635,2022-07-16,Electricity bill is extremely high this month despite less usage. Clear overcharging happening.,Electricity,Negative,Chennai,3,11,0,online
CMP00636,2022-12-30,Power fluctuation is destroying our appliances. This is causing huge financial loss to us.,Electricity,Negative,Ahmedabad,3,28,0,phone
CMP00637,2022-04-23,Garbage dump near our society is overflowing. Rodents and mosquitoes breeding rapidly.,Sanitation,Neutral,Delhi,2,32,0,app
CMP00638,2023-01-30,Bus frequency on route 15C reduced drastically. Commuters waiting 4 hours daily.,Transport,Neutral,Chennai,2,30,0,walk-in
CMP00639,2023-11-27,No electricity for 11 hours during peak summer. Elderly patients are in critical condition.,Electricity,Negative,Pune,4,12,0,walk-in
CMP00640,2022-05-03,Medicines not available at government dispensary for 14 weeks. Patients suffering badly.,Healthcare,Critical/Urgent,Delhi,5,7,1,online
CMP00641,2022-07-25,Ambulance took 4 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Critical/Urgent,Ahmedabad,5,2,0,walk-in
CMP00642,2023-05-03,Long waiting queues at government hospital. Patients waiting since morning without help.,Healthcare,Negative,Ahmedabad,4,32,0,phone
CMP00643,2023-05-25,School admission process very corrupt. Poor families being asked for illegal donations.,Education,Critical/Urgent,Hyderabad,5,3,0,online
CMP00644,2022-07-03,Government hospital has no doctors available on most days. Patients turned away.,Healthcare,Critical/Urgent,Ahmedabad,5,10,0,phone
CMP00645,2023-04-23,No road repair done after monsoon. Roads are completely broken and damaged beyond repair.,Roads,Neutral,Hyderabad,2,19,1,walk-in
CMP00646,2022-02-02,Bus driver overspeeding dangerously. Narrowly missed accident with school children today.,Transport,Neutral,Ahmedabad,2,8,1,walk-in
CMP00647,2023-07-25,Entire road is waterlogged after rain due to blocked drains. Vehicles getting stuck daily.,Roads,Negative,Chennai,3,11,1,walk-in
CMP00648,2023-11-07,Street lights are not working for weeks. Area is completely dark and robbery risk is high.,Electricity,Negative,Kolkata,4,31,0,online
CMP00649,2022-10-19,Stray dogs attacking residents due to uncollected garbage attracting them near homes.,Sanitation,Critical/Urgent,Pune,5,1,0,online
CMP00650,2022-04-10,Live wire is hanging dangerously on the road. Children are playing nearby. Very urgent!,Electricity,Negative,Ahmedabad,4,23,0,walk-in
CMP00651,2023-10-26,Road on Outer Ring Road has huge potholes for months. Two-wheeler accidents happening daily.,Roads,Neutral,Chennai,2,38,0,online
CMP00652,2022-02-08,School has not received textbooks yet. Academic year already 5 months in progress.,Education,Negative,Kolkata,4,43,1,walk-in
CMP00653,2023-01-22,Road on SV Road has huge potholes for months. Two-wheeler accidents happening daily.,Roads,Negative,Ahmedabad,4,21,0,walk-in
CMP00654,2023-09-22,Our colony has not received clean drinking water since 12 days. This is unacceptable.,Water,Negative,Chennai,3,24,1,phone
CMP00655,2022-02-18,Garbage dump near our society is overflowing. Rodents and mosquitoes breeding rapidly.,Sanitation,Critical/Urgent,Chennai,5,10,1,phone
CMP00656,2022-10-07,Bus conductor behaved very rudely with senior citizens and refused to give seat.,Transport,Neutral,Mumbai,2,37,1,walk-in
CMP00657,2023-03-20,Live wire is hanging dangerously on the road. Children are playing nearby. Very urgent!,Electricity,Negative,Pune,4,13,1,walk-in
CMP00658,2023-08-14,Road markings completely faded. No lane discipline possible causing accidents.,Roads,Neutral,Kolkata,2,14,1,app
CMP00659,2023-04-19,Hospital building in very poor condition. Ceiling leaking on patients during rains.,Healthcare,Negative,Delhi,4,16,0,app
CMP00660,2023-02-27,Toilet facility in school completely non-functional. Girl students leaving school early.,Education,Negative,Chennai,3,19,0,app
CMP00661,2022-01-29,Hospital staff behaving very rudely with poor patients. This is completely unacceptable.,Healthcare,Negative,Hyderabad,3,20,1,walk-in
CMP00662,2022-05-20,Illegal parking by trucks blocking entire road near market every morning.,Transport,Negative,Bengaluru,4,17,0,phone
CMP00663,2022-02-26,Government hospital has no doctors available on most days. Patients turned away.,Healthcare,Critical/Urgent,Mumbai,5,6,0,online
CMP00664,2022-04-25,Open defecation happening near children playground due to no public toilet facility.,Sanitation,Negative,Mumbai,3,34,0,walk-in
CMP00665,2023-08-22,Our colony has not received clean drinking water since 21 days. This is unacceptable.,Water,Negative,Ahmedabad,4,16,1,phone
CMP00666,2023-02-23,Frequent power outages every day. This is affecting our business and daily life terribly.,Electricity,Neutral,Chennai,2,38,0,walk-in
CMP00667,2023-05-02,Metro station lift not working for 24 weeks. Elderly and disabled unable to use.,Transport,Positive,Hyderabad,1,18,0,app
CMP00668,2023-12-09,Open defecation happening near children playground due to no public toilet facility.,Sanitation,Negative,Hyderabad,3,17,1,app
CMP00669,2023-02-02,Vaccination camp cancelled without notice. Parents came with children from far areas.,Healthcare,Negative,Bengaluru,4,26,0,app
CMP00670,2023-03-26,Our colony has not received clean drinking water since 11 days. This is unacceptable.,Water,Critical/Urgent,Pune,5,7,0,app
CMP00671,2022-12-07,School building roof leaking badly during rains. Children sitting in water. Dangerous.,Education,Critical/Urgent,Ahmedabad,5,2,0,app
CMP00672,2023-04-10,Bus conductor behaved very rudely with senior citizens and refused to give seat.,Transport,Neutral,Bengaluru,2,4,0,walk-in
CMP00673,2023-08-13,Mid-day meal quality very poor. Children falling sick after eating food in school.,Education,Negative,Mumbai,4,8,0,phone
CMP00674,2023-04-08,Auto rickshaws refusing short distance trips and overcharging passengers in our area.,Transport,Neutral,Kolkata,2,9,0,phone
CMP00675,2023-03-01,Vaccination camp cancelled without notice. Parents came with children from far areas.,Healthcare,Critical/Urgent,Pune,5,3,1,walk-in
CMP00676,2022-04-02,No drinking water available in government school. Children going thirsty all day.,Education,Neutral,Kolkata,2,13,0,phone
CMP00677,2022-04-02,The water tank in our area overflows daily wasting thousands of litres. Nobody is fixing it.,Water,Negative,Pune,3,11,0,online
CMP00678,2022-08-18,Hospital building in very poor condition. Ceiling leaking on patients during rains.,Healthcare,Negative,Hyderabad,3,13,0,app
CMP00679,2022-10-17,Long waiting queues at government hospital. Patients waiting since morning without help.,Healthcare,Negative,Hyderabad,3,27,0,walk-in
CMP00680,2023-09-25,Mid-day meal quality very poor. Children falling sick after eating food in school.,Education,Neutral,Kolkata,2,16,0,walk-in
CMP00681,2023-12-05,There is no water supply in our area for the past 17 days. Residents are suffering badly.,Water,Negative,Hyderabad,4,25,1,app
CMP00682,2023-04-28,The water coming from the tap is extremely dirty and has a foul smell. Children are falling sick.,Water,Negative,Pune,3,39,0,online
CMP00683,2023-07-27,Entire road is waterlogged after rain due to blocked drains. Vehicles getting stuck daily.,Roads,Negative,Bengaluru,3,38,0,app
CMP00684,2023-12-29,Power fluctuation is destroying our appliances. This is causing huge financial loss to us.,Electricity,Negative,Ahmedabad,4,10,0,online
CMP00685,2023-03-17,Road on SV Road has huge potholes for months. Two-wheeler accidents happening daily.,Roads,Negative,Chennai,4,17,0,app
CMP00686,2022-02-24,Public toilet near our area is extremely dirty and not maintained. Spreading disease.,Sanitation,Negative,Hyderabad,4,10,0,phone
CMP00687,2023-03-23,"Power cut in our area since 17 days. No electricity at all, we cannot survive in this heat.",Electricity,Neutral,Mumbai,2,32,0,walk-in
CMP00688,2022-05-07,Road markings completely faded. No lane discipline possible causing accidents.,Roads,Neutral,Pune,2,6,0,app
CMP00689,2023-08-21,A transformer on Anna Salai exploded yesterday. Still not repaired. Very dangerous situation.,Electricity,Critical/Urgent,Bengaluru,5,9,0,walk-in
CMP00690,2022-01-27,Our colony has not received clean drinking water since 26 days. This is unacceptable.,Water,Negative,Chennai,4,44,0,walk-in
CMP00691,2023-04-17,No road repair done after monsoon. Roads are completely broken and damaged beyond repair.,Roads,Negative,Kolkata,3,30,0,online
CMP00692,2022-08-05,Road on SV Road has huge potholes for months. Two-wheeler accidents happening daily.,Roads,Neutral,Bengaluru,2,42,0,app
CMP00693,2022-04-05,Government school has no teachers for 25 months. Children sitting idle in class.,Education,Critical/Urgent,Ahmedabad,5,5,0,phone
CMP00694,2022-06-16,Toilet facility in school completely non-functional. Girl students leaving school early.,Education,Neutral,Ahmedabad,2,26,0,phone
CMP00695,2023-01-03,Water pressure is very low in our building. Third floor gets no water at all.,Water,Negative,Mumbai,3,24,0,walk-in
CMP00696,2022-04-03,Waste collection vehicle has not come for 17 days. Residents dumping on road.,Sanitation,Neutral,Ahmedabad,2,24,0,walk-in
CMP00697,2023-04-20,Hospital building in very poor condition. Ceiling leaking on patients during rains.,Healthcare,Critical/Urgent,Hyderabad,5,3,1,online
CMP00698,2022-11-04,Road markings completely faded. No lane discipline possible causing accidents.,Roads,Neutral,Delhi,2,9,0,phone
CMP00699,2022-02-16,Illegal parking by trucks blocking entire road near market every morning.,Transport,Neutral,Mumbai,2,33,1,walk-in
CMP00700,2023-05-31,We have been submitting water shortage complaints for months but no action has been taken.,Water,Negative,Bengaluru,3,8,1,phone
CMP00701,2023-12-23,Mid-day meal quality very poor. Children falling sick after eating food in school.,Education,Negative,Chennai,4,21,1,walk-in
CMP00702,2023-09-11,Bus driver overspeeding dangerously. Narrowly missed accident with school children today.,Transport,Negative,Chennai,3,44,0,walk-in
CMP00703,2022-06-25,Bus frequency on route 101 reduced drastically. Commuters waiting 2 hours daily.,Transport,Neutral,Kolkata,2,30,1,walk-in
CMP00704,2022-05-09,Road construction work started 24 months ago but still incomplete. Causing major traffic.,Roads,Negative,Delhi,3,1,0,online
CMP00705,2023-05-08,Government school has no teachers for 24 months. Children sitting idle in class.,Education,Negative,Delhi,3,42,0,walk-in
CMP00706,2022-06-01,No drinking water available in government school. Children going thirsty all day.,Education,Critical/Urgent,Kolkata,5,7,0,online
CMP00707,2022-01-21,A transformer on SV Road exploded yesterday. Still not repaired. Very dangerous situation.,Electricity,Neutral,Kolkata,2,38,0,phone
CMP00708,2023-03-02,Entire road is waterlogged after rain due to blocked drains. Vehicles getting stuck daily.,Roads,Negative,Kolkata,4,38,0,online
CMP00709,2023-03-09,Waste collection vehicle has not come for 17 days. Residents dumping on road.,Sanitation,Negative,Pune,3,36,0,app
CMP00710,2023-04-05,Hospital building in very poor condition. Ceiling leaking on patients during rains.,Healthcare,Negative,Ahmedabad,4,2,0,app
CMP00711,2023-08-25,Hospital staff behaving very rudely with poor patients. This is completely unacceptable.,Healthcare,Negative,Pune,3,39,1,phone
CMP00712,2022-06-15,Entire road is waterlogged after rain due to blocked drains. Vehicles getting stuck daily.,Roads,Neutral,Hyderabad,2,19,0,walk-in
CMP00713,2022-04-14,A transformer on Hosur Road exploded yesterday. Still not repaired. Very dangerous situation.,Electricity,Neutral,Ahmedabad,2,32,0,phone
CMP00714,2022-06-28,"Power cut in our area since 2 days. No electricity at all, we cannot survive in this heat.",Electricity,Negative,Bengaluru,3,5,0,walk-in
CMP00715,2022-12-30,Our colony has not received clean drinking water since 5 days. This is unacceptable.,Water,Negative,Bengaluru,4,36,0,phone
CMP00716,2022-04-24,School building roof leaking badly during rains. Children sitting in water. Dangerous.,Education,Critical/Urgent,Mumbai,5,10,0,online
CMP00717,2022-06-10,Bus conductor behaved very rudely with senior citizens and refused to give seat.,Transport,Negative,Chennai,4,29,1,online
CMP00718,2023-03-26,Live wire is hanging dangerously on the road. Children are playing nearby. Very urgent!,Electricity,Critical/Urgent,Ahmedabad,5,1,0,walk-in
CMP00719,2023-03-01,Speed breakers on Hosur Road are unmarked and causing serious accidents at night.,Roads,Negative,Pune,4,41,0,phone
CMP00720,2023-02-28,Toilet facility in school completely non-functional. Girl students leaving school early.,Education,Critical/Urgent,Ahmedabad,5,8,0,online
CMP00721,2022-12-13,Public toilet near our area is extremely dirty and not maintained. Spreading disease.,Sanitation,Negative,Pune,3,26,0,walk-in
CMP00722,2023-08-12,The water tank in our area overflows daily wasting thousands of litres. Nobody is fixing it.,Water,Critical/Urgent,Bengaluru,5,9,0,walk-in
CMP00723,2023-06-25,Stray dogs attacking residents due to uncollected garbage attracting them near homes.,Sanitation,Negative,Delhi,4,45,1,walk-in
CMP00724,2023-10-27,Hospital staff behaving very rudely with poor patients. This is completely unacceptable.,Healthcare,Critical/Urgent,Ahmedabad,5,4,0,online
CMP00725,2022-04-06,Sewage water is mixing with drinking water supply causing serious health hazards.,Water,Negative,Chennai,3,34,0,phone
CMP00726,2023-06-02,There is no water supply in our area for the past 30 days. Residents are suffering badly.,Water,Negative,Mumbai,4,4,0,app
CMP00727,2023-04-05,Vaccination camp cancelled without notice. Parents came with children from far areas.,Healthcare,Critical/Urgent,Chennai,5,10,0,walk-in
CMP00728,2023-11-14,Road cave-in near school gate is very dangerous for children. Needs immediate attention.,Roads,Negative,Delhi,4,25,0,online
CMP00729,2023-12-30,Road cave-in near school gate is very dangerous for children. Needs immediate attention.,Roads,Negative,Ahmedabad,3,27,0,online
CMP00730,2023-04-02,The water tank in our area overflows daily wasting thousands of litres. Nobody is fixing it.,Water,Critical/Urgent,Mumbai,5,6,1,walk-in
CMP00731,2023-03-27,School has not received textbooks yet. Academic year already 20 months in progress.,Education,Critical/Urgent,Kolkata,5,7,0,phone
CMP00732,2023-12-13,Auto rickshaws refusing short distance trips and overcharging passengers in our area.,Transport,Neutral,Hyderabad,2,30,1,online
CMP00733,2022-05-04,Ambulance took 19 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Negative,Pune,3,37,0,online
CMP00734,2022-11-07,Auto rickshaws refusing short distance trips and overcharging passengers in our area.,Transport,Neutral,Chennai,2,32,0,phone
CMP00735,2022-07-07,No electricity for 3 hours during peak summer. Elderly patients are in critical condition.,Electricity,Critical/Urgent,Kolkata,5,1,0,app
CMP00736,2022-12-12,There is no water supply in our area for the past 15 days. Residents are suffering badly.,Water,Negative,Ahmedabad,4,31,0,phone
CMP00737,2022-06-02,Traffic signal at main junction not working for days causing major accidents daily.,Transport,Positive,Pune,1,6,1,walk-in
CMP00738,2022-10-12,No electricity for 12 hours during peak summer. Elderly patients are in critical condition.,Electricity,Neutral,Mumbai,2,11,0,app
CMP00739,2023-08-07,Bus conductor behaved very rudely with senior citizens and refused to give seat.,Transport,Neutral,Hyderabad,2,31,0,online
CMP00740,2023-12-24,Ambulance took 2 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Negative,Kolkata,3,6,0,walk-in
CMP00741,2022-07-04,Bus frequency on route 42A reduced drastically. Commuters waiting 17 hours daily.,Transport,Positive,Ahmedabad,1,2,0,walk-in
CMP00742,2022-10-20,No road repair done after monsoon. Roads are completely broken and damaged beyond repair.,Roads,Neutral,Delhi,2,12,0,online
CMP00743,2022-01-28,Street lights are not working for weeks. Area is completely dark and robbery risk is high.,Electricity,Negative,Bengaluru,3,20,1,online
CMP00744,2022-05-04,The footpath on main road is encroached by shops. Pedestrians are forced to walk on road.,Roads,Neutral,Bengaluru,2,13,0,phone
CMP00745,2023-04-21,Waste collection vehicle has not come for 5 days. Residents dumping on road.,Sanitation,Critical/Urgent,Ahmedabad,5,2,1,online
CMP00746,2023-07-23,Drainage blocked for weeks causing sewage overflow on streets near school.,Sanitation,Negative,Delhi,3,20,1,walk-in
CMP00747,2022-09-09,Our colony has not received clean drinking water since 27 days. This is unacceptable.,Water,Critical/Urgent,Ahmedabad,5,9,1,online
CMP00748,2022-01-01,We have been submitting water shortage complaints for months but no action has been taken.,Water,Critical/Urgent,Bengaluru,5,8,0,app
CMP00749,2022-06-15,Toilet facility in school completely non-functional. Girl students leaving school early.,Education,Negative,Mumbai,3,20,0,walk-in
CMP00750,2023-03-19,Medicines not available at government dispensary for 28 weeks. Patients suffering badly.,Healthcare,Critical/Urgent,Hyderabad,5,10,0,app
CMP00751,2022-12-16,No female doctor available at health center. Women patients feel extremely uncomfortable.,Healthcare,Negative,Hyderabad,4,30,0,online
CMP00752,2022-01-10,Ambulance took 22 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Negative,Delhi,3,27,1,walk-in
CMP00753,2023-11-19,Bus conductor behaved very rudely with senior citizens and refused to give seat.,Transport,Neutral,Kolkata,2,44,0,app
CMP00754,2023-12-15,Toilet facility in school completely non-functional. Girl students leaving school early.,Education,Neutral,Bengaluru,2,8,1,app
CMP00755,2023-11-28,Power fluctuation is destroying our appliances. This is causing huge financial loss to us.,Electricity,Negative,Pune,4,13,0,app
CMP00756,2023-05-20,No drinking water available in government school. Children going thirsty all day.,Education,Negative,Hyderabad,4,1,0,walk-in
CMP00757,2023-11-07,Water pressure is very low in our building. Third floor gets no water at all.,Water,Critical/Urgent,Delhi,5,2,0,online
CMP00758,2023-11-26,Street lights are not working for weeks. Area is completely dark and robbery risk is high.,Electricity,Negative,Bengaluru,3,45,0,walk-in
CMP00759,2023-02-21,The water tank in our area overflows daily wasting thousands of litres. Nobody is fixing it.,Water,Negative,Chennai,4,8,1,walk-in
CMP00760,2023-06-30,Road on Outer Ring Road has huge potholes for months. Two-wheeler accidents happening daily.,Roads,Negative,Kolkata,4,21,0,walk-in
CMP00761,2023-12-08,Live wire is hanging dangerously on the road. Children are playing nearby. Very urgent!,Electricity,Critical/Urgent,Ahmedabad,5,2,0,phone
CMP00762,2023-05-07,Live wire is hanging dangerously on the road. Children are playing nearby. Very urgent!,Electricity,Negative,Ahmedabad,3,2,0,app
CMP00763,2023-06-17,Frequent power outages every day. This is affecting our business and daily life terribly.,Electricity,Negative,Hyderabad,4,5,1,online
CMP00764,2022-02-04,Long waiting queues at government hospital. Patients waiting since morning without help.,Healthcare,Critical/Urgent,Ahmedabad,5,6,0,phone
CMP00765,2022-03-09,We have been submitting water shortage complaints for months but no action has been taken.,Water,Neutral,Mumbai,2,44,0,online
CMP00766,2022-08-27,Entire road is waterlogged after rain due to blocked drains. Vehicles getting stuck daily.,Roads,Neutral,Bengaluru,2,30,1,walk-in
CMP00767,2023-06-14,Toilet facility in school completely non-functional. Girl students leaving school early.,Education,Negative,Pune,4,38,0,online
CMP00768,2023-08-10,There is no water supply in our area for the past 21 days. Residents are suffering badly.,Water,Critical/Urgent,Delhi,5,9,0,app
CMP00769,2022-02-15,Sewage drain open near hospital is a major health hazard. Requires urgent sealing.,Sanitation,Negative,Bengaluru,3,9,0,walk-in
CMP00770,2022-11-13,Metro station lift not working for 11 weeks. Elderly and disabled unable to use.,Transport,Positive,Pune,1,19,0,online
CMP00771,2023-03-09,Auto rickshaws refusing short distance trips and overcharging passengers in our area.,Transport,Neutral,Pune,2,13,0,phone
CMP00772,2023-12-13,School building roof leaking badly during rains. Children sitting in water. Dangerous.,Education,Critical/Urgent,Kolkata,5,10,0,app
CMP00773,2023-04-11,Bus driver overspeeding dangerously. Narrowly missed accident with school children today.,Transport,Neutral,Bengaluru,2,32,0,online
CMP00774,2023-05-08,Hospital staff behaving very rudely with poor patients. This is completely unacceptable.,Healthcare,Negative,Pune,3,25,0,walk-in
CMP00775,2023-07-23,"Power cut in our area since 13 days. No electricity at all, we cannot survive in this heat.",Electricity,Negative,Mumbai,3,10,0,walk-in
CMP00776,2022-10-18,Live wire is hanging dangerously on the road. Children are playing nearby. Very urgent!,Electricity,Critical/Urgent,Delhi,5,4,0,phone
CMP00777,2022-09-26,Road cave-in near school gate is very dangerous for children. Needs immediate attention.,Roads,Neutral,Mumbai,2,2,0,walk-in
CMP00778,2023-01-14,Medicines not available at government dispensary for 12 weeks. Patients suffering badly.,Healthcare,Negative,Pune,3,43,0,walk-in
CMP00779,2023-06-30,Medicines not available at government dispensary for 5 weeks. Patients suffering badly.,Healthcare,Negative,Ahmedabad,3,45,0,app
CMP00780,2022-06-02,Illegal parking by trucks blocking entire road near market every morning.,Transport,Negative,Pune,4,16,0,app
CMP00781,2023-11-11,Mid-day meal quality very poor. Children falling sick after eating food in school.,Education,Negative,Mumbai,4,11,1,app
CMP00782,2023-06-23,Sewage drain open near hospital is a major health hazard. Requires urgent sealing.,Sanitation,Critical/Urgent,Kolkata,5,8,1,app
CMP00783,2023-04-08,Illegal parking by trucks blocking entire road near market every morning.,Transport,Negative,Hyderabad,3,26,0,app
CMP00784,2022-09-18,Waste collection vehicle has not come for 20 days. Residents dumping on road.,Sanitation,Critical/Urgent,Mumbai,5,3,0,app
CMP00785,2023-03-13,Open defecation happening near children playground due to no public toilet facility.,Sanitation,Critical/Urgent,Kolkata,5,8,1,walk-in
CMP00786,2023-03-29,Road markings completely faded. No lane discipline possible causing accidents.,Roads,Negative,Hyderabad,3,17,0,app
CMP00787,2022-04-11,Water pressure is very low in our building. Third floor gets no water at all.,Water,Negative,Mumbai,3,5,0,online
CMP00788,2022-09-14,No bus shelter on main road stop. Commuters standing in rain and hot sun daily.,Transport,Neutral,Chennai,2,44,0,phone
CMP00789,2022-10-16,Ambulance took 29 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Critical/Urgent,Pune,5,7,1,online
CMP00790,2023-05-01,Public toilet near our area is extremely dirty and not maintained. Spreading disease.,Sanitation,Negative,Hyderabad,3,34,1,walk-in
CMP00791,2022-08-03,No road repair done after monsoon. Roads are completely broken and damaged beyond repair.,Roads,Neutral,Kolkata,2,29,0,app
CMP00792,2022-08-19,A transformer on MG Road exploded yesterday. Still not repaired. Very dangerous situation.,Electricity,Negative,Ahmedabad,4,28,1,app
CMP00793,2022-12-05,Road on MG Road has huge potholes for months. Two-wheeler accidents happening daily.,Roads,Neutral,Ahmedabad,2,25,0,walk-in
CMP00794,2023-10-17,The water tank in our area overflows daily wasting thousands of litres. Nobody is fixing it.,Water,Negative,Chennai,4,6,0,online
CMP00795,2022-03-13,Ambulance took 3 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Negative,Ahmedabad,3,19,0,phone
CMP00796,2022-12-01,No road repair done after monsoon. Roads are completely broken and damaged beyond repair.,Roads,Negative,Ahmedabad,3,26,0,online
CMP00797,2022-05-14,No electricity for 17 hours during peak summer. Elderly patients are in critical condition.,Electricity,Critical/Urgent,Hyderabad,5,5,1,walk-in
CMP00798,2022-10-10,Street lights are not working for weeks. Area is completely dark and robbery risk is high.,Electricity,Neutral,Hyderabad,2,1,0,walk-in
CMP00799,2023-04-17,The water tank in our area overflows daily wasting thousands of litres. Nobody is fixing it.,Water,Negative,Kolkata,4,37,0,online
CMP00800,2023-03-02,Road markings completely faded. No lane discipline possible causing accidents.,Roads,Neutral,Hyderabad,2,12,1,walk-in
CMP00801,2022-06-11,Public toilet near our area is extremely dirty and not maintained. Spreading disease.,Sanitation,Negative,Chennai,3,41,0,online
CMP00802,2023-01-13,Hospital staff behaving very rudely with poor patients. This is completely unacceptable.,Healthcare,Critical/Urgent,Mumbai,5,2,0,walk-in
CMP00803,2022-01-28,Public toilet near our area is extremely dirty and not maintained. Spreading disease.,Sanitation,Negative,Mumbai,4,41,1,walk-in
CMP00804,2022-09-14,Entire road is waterlogged after rain due to blocked drains. Vehicles getting stuck daily.,Roads,Negative,Mumbai,3,9,0,walk-in
CMP00805,2022-05-24,Sewage drain open near hospital is a major health hazard. Requires urgent sealing.,Sanitation,Negative,Kolkata,4,18,0,phone
CMP00806,2023-07-02,Government school has no teachers for 21 months. Children sitting idle in class.,Education,Negative,Ahmedabad,3,11,0,online
CMP00807,2022-02-05,No female doctor available at health center. Women patients feel extremely uncomfortable.,Healthcare,Negative,Hyderabad,3,29,0,online
CMP00808,2023-01-22,Stray dogs attacking residents due to uncollected garbage attracting them near homes.,Sanitation,Negative,Hyderabad,3,16,0,phone
CMP00809,2022-07-16,Frequent power outages every day. This is affecting our business and daily life terribly.,Electricity,Negative,Mumbai,4,15,0,phone
CMP00810,2022-12-01,Ambulance took 3 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Critical/Urgent,Pune,5,9,0,phone
CMP00811,2023-01-01,Illegal parking by trucks blocking entire road near market every morning.,Transport,Negative,Pune,3,12,0,walk-in
CMP00812,2022-03-09,Vaccination camp cancelled without notice. Parents came with children from far areas.,Healthcare,Negative,Chennai,3,42,0,online
