complaint_id,date,complaint_text,department,sentiment,city,priority_level,resolution_days,is_repeat_complaint,submission_channel,cleaned_text,processed_text,lemmatized_text,token_count,has_urgent_word,exclamation_count
CMP00440,2023-04-30,Illegal parking by trucks blocking entire road near market every morning.,Transport,Negative,Bengaluru,3,12,1,walk-in,illegal parking by trucks blocking entire road near market every morning,illegal parking trucks blocking entire road near market every morning,illegal parking truck blocking entire road near market every morning,11,0,0
CMP00441,2023-02-12,Live wire is hanging dangerously on the road. Children are playing nearby. Very urgent!,Electricity,Negative,Mumbai,3,45,0,online,live wire is hanging dangerously on the road children are playing nearby very urgent,live wire hanging dangerously road children playing nearby urgent,live wire hanging dangerously road child playing nearby urgent,14,1,1
CMP00442,2023-01-05,Street lights are not working for weeks. Area is completely dark and robbery risk is high.,Electricity,Negative,Pune,4,36,0,app,street lights are not working for weeks area is completely dark and robbery risk is high,street lights not working weeks area completely dark robbery risk high,street light not working week area completely dark robbery risk high,16,0,0
CMP00443,2023-08-14,The water tank in our area overflows daily wasting thousands of litres. Nobody is fixing it.,Water,Critical/Urgent,Delhi,5,5,0,app,the water tank in our area overflows daily wasting thousands of litres nobody is fixing it,water tank area overflows daily wasting thousands litres nobody fixing,water tank area overflow daily wasting thousand litre nobody fixing,16,0,0
CMP00444,2023-04-20,Long waiting queues at government hospital. Patients waiting since morning without help.,Healthcare,Negative,Delhi,4,11,0,walk-in,long waiting queues at government hospital patients waiting since morning without help,long waiting queues government hospital patients waiting since morning without help,long waiting queue government hospital patient waiting since morning without help,12,0,0
CMP00445,2022-08-22,Hospital building in very poor condition. Ceiling leaking on patients during rains.,Healthcare,Negative,Pune,4,21,0,app,hospital building in very poor condition ceiling leaking on patients during rains,hospital building poor condition ceiling leaking patients rains,hospital building poor condition ceiling leaking patient rain,12,0,0
CMP00446,2023-08-25,Illegal parking by trucks blocking entire road near market every morning.,Transport,Neutral,Kolkata,2,27,0,phone,illegal parking by trucks blocking entire road near market every morning,illegal parking trucks blocking entire road near market every morning,illegal parking truck blocking entire road near market every morning,11,0,0
CMP00447,2022-08-04,Government school has no teachers for 6 months. Children sitting idle in class.,Education,Negative,Delhi,3,26,0,online,government school has no teachers for months children sitting idle in class,government school no teachers months children sitting idle class,government school no teacher month child sitting idle class,12,0,0
CMP00448,2023-06-21,We have been submitting water shortage complaints for months but no action has been taken.,Water,Neutral,Mumbai,2,7,0,phone,we have been submitting water shortage complaints for months but no action has been taken,submitting water shortage complaints months no action taken,submitting water shortage complaint month no action taken,15,0,0
CMP00449,2023-10-04,The water tank in our area overflows daily wasting thousands of litres. Nobody is fixing it.,Water,Negative,Delhi,4,9,0,online,the water tank in our area overflows daily wasting thousands of litres nobody is fixing it,water tank area overflows daily wasting thousands litres nobody fixing,water tank area overflow daily wasting thousand litre nobody fixing,16,0,0
CMP00450,2023-04-24,Sewage water is mixing with drinking water supply causing serious health hazards.,Water,Neutral,Chennai,2,36,1,phone,sewage water is mixing with drinking water supply causing serious health hazards,sewage water mixing drinking water supply causing serious health hazards,sewage water mixing drinking water supply causing serious health hazard,12,0,0
CMP00451,2022-12-22,Ambulance took 20 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Negative,Kolkata,4,35,0,online,ambulance took hours to arrive for emergency call patient condition worsened,ambulance took hours arrive emergency call patient condition worsened,ambulance took hour arrive emergency call patient condition worsened,11,1,0
CMP00452,2022-01-11,Stray dogs attacking residents due to uncollected garbage attracting them near homes.,Sanitation,Negative,Bengaluru,4,34,0,app,stray dogs attacking residents due to uncollected garbage attracting them near homes,stray dogs attacking residents due uncollected garbage attracting near homes,stray dog attacking resident due uncollected garbage attracting near home,12,0,0
CMP00453,2023-05-04,Road markings completely faded. No lane discipline possible causing accidents.,Roads,Neutral,Chennai,2,1,1,app,road markings completely faded no lane discipline possible causing accidents,road markings completely faded no lane discipline possible causing accidents,road marking completely faded no lane discipline possible causing accident,10,0,0
CMP00454,2022-07-13,No bus shelter on main road stop. Commuters standing in rain and hot sun daily.,Transport,Neutral,Ahmedabad,2,36,1,walk-in,no bus shelter on main road stop commuters standing in rain and hot sun daily,no bus shelter main road stop commuters standing rain hot sun daily,no bus shelter main road stop commuter standing rain hot sun daily,15,0,0
CMP00455,2022-08-14,A transformer on FC Road exploded yesterday. Still not repaired. Very dangerous situation.,Electricity,Neutral,Chennai,2,6,1,phone,a transformer on fc road exploded yesterday still not repaired very dangerous situation,transformer fc road exploded yesterday still not repaired dangerous situation,transformer fc road exploded yesterday still not repaired dangerous situation,13,1,0
CMP00456,2022-07-06,Bus driver overspeeding dangerously. Narrowly missed accident with school children today.,Transport,Negative,Delhi,3,19,0,walk-in,bus driver overspeeding dangerously narrowly missed accident with school children today,bus driver overspeeding dangerously narrowly missed accident school children today,bus driver overspeeding dangerously narrowly missed accident school child today,11,1,0
CMP00457,2022-01-20,Traffic signal at main junction not working for days causing major accidents daily.,Transport,Neutral,Delhi,2,4,0,phone,traffic signal at main junction not working for days causing major accidents daily,traffic signal main junction not working days causing major accidents daily,traffic signal main junction not working day causing major accident daily,13,0,0
CMP00458,2022-01-09,Water pressure is very low in our building. Third floor gets no water at all.,Water,Neutral,Hyderabad,2,6,0,online,water pressure is very low in our building third floor gets no water at all,water pressure low building third floor gets no water,water pressure low building third floor get no water,15,0,0
CMP00459,2023-01-16,Drainage blocked for weeks causing sewage overflow on streets near school.,Sanitation,Neutral,Kolkata,2,45,0,app,drainage blocked for weeks causing sewage overflow on streets near school,drainage blocked weeks causing sewage overflow streets near school,drainage blocked week causing sewage overflow street near school,11,0,0
CMP00460,2022-03-15,Water pipe has burst on Anna Salai and water is flooding the road. Immediate repair needed urgently.,Water,Neutral,Kolkata,2,12,0,app,water pipe has burst on anna salai and water is flooding the road immediate repair needed urgently,water pipe burst anna salai water flooding road immediate repair needed urgently,water pipe burst anna salai water flooding road immediate repair needed urgently,17,1,0
CMP00461,2023-01-30,Toilet facility in school completely non-functional. Girl students leaving school early.,Education,Neutral,Kolkata,2,16,0,phone,toilet facility in school completely non functional girl students leaving school early,toilet facility school completely non functional girl students leaving school early,toilet facility school completely non functional girl student leaving school early,12,0,0
CMP00462,2023-11-29,Garbage dump near our society is overflowing. Rodents and mosquitoes breeding rapidly.,Sanitation,Neutral,Chennai,2,21,0,online,garbage dump near our society is overflowing rodents and mosquitoes breeding rapidly,garbage dump near society overflowing rodents mosquitoes breeding rapidly,garbage dump near society overflowing rodent mosquito breeding rapidly,12,0,0
CMP00463,2022-07-23,Medicines not available at government dispensary for 10 weeks. Patients suffering badly.,Healthcare,Critical/Urgent,Pune,5,1,0,online,medicines not available at government dispensary for weeks patients suffering badly,medicines not available government dispensary weeks patients suffering badly,medicine not available government dispensary week patient suffering badly,11,0,0
CMP00464,2023-02-10,No electricity for 12 hours during peak summer. Elderly patients are in critical condition.,Electricity,Negative,Hyderabad,3,1,0,walk-in,no electricity for hours during peak summer elderly patients are in critical condition,no electricity hours peak summer elderly patients critical condition,no electricity hour peak summer elderly patient critical condition,13,1,0
CMP00465,2022-04-04,Ambulance took 13 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Negative,Pune,4,41,0,online,ambulance took hours to arrive for emergency call patient condition worsened,ambulance took hours arrive emergency call patient condition worsened,ambulance took hour arrive emergency call patient condition worsened,11,1,0
CMP00466,2022-08-27,The footpath on main road is encroached by shops. Pedestrians are forced to walk on road.,Roads,Neutral,Pune,2,36,0,walk-in,the footpath on main road is encroached by shops pedestrians are forced to walk on road,footpath main road encroached shops pedestrians forced walk road,footpath main road encroached shop pedestrian forced walk road,16,0,0
CMP00467,2022-02-10,Hospital staff behaving very rudely with poor patients. This is completely unacceptable.,Healthcare,Negative,Kolkata,4,29,0,walk-in,hospital staff behaving very rudely with poor patients this is completely unacceptable,hospital staff behaving rudely poor patients completely unacceptable,hospital staff behaving rudely poor patient completely unacceptable,12,0,0
CMP00468,2022-10-09,A transformer on Park Street exploded yesterday. Still not repaired. Very dangerous situation.,Electricity,Neutral,Delhi,2,5,0,walk-in,a transformer on park street exploded yesterday still not repaired very dangerous situation,transformer park street exploded yesterday still not repaired dangerous situation,transformer park street exploded yesterday still not repaired dangerous situation,13,1,0
CMP00469,2022-07-09,Speed breakers on Park Street are unmarked and causing serious accidents at night.,Roads,Negative,Bengaluru,4,40,0,phone,speed breakers on park street are unmarked and causing serious accidents at night,speed breakers park street unmarked causing serious accidents night,speed breaker park street unmarked causing serious accident night,13,0,0
CMP00470,2023-07-19,No road repair done after monsoon. Roads are completely broken and damaged beyond repair.,Roads,Neutral,Delhi,2,40,0,app,no road repair done after monsoon roads are completely broken and damaged beyond repair,no road repair done monsoon roads completely broken damaged beyond repair,no road repair done monsoon road completely broken damaged beyond repair,14,0,0
CMP00471,2022-05-13,Open defecation happening near children playground due to no public toilet facility.,Sanitation,Negative,Delhi,3,3,0,online,open defecation happening near children playground due to no public toilet facility,open defecation happening near children playground due no public toilet facility,open defecation happening near child playground due no public toilet facility,12,0,0
CMP00472,2023-11-05,Drainage blocked for weeks causing sewage overflow on streets near school.,Sanitation,Neutral,Kolkata,2,34,0,online,drainage blocked for weeks causing sewage overflow on streets near school,drainage blocked weeks causing sewage overflow streets near school,drainage blocked week causing sewage overflow street near school,11,0,0
CMP00473,2023-11-03,Road cave-in near school gate is very dangerous for children. Needs immediate attention.,Roads,Neutral,Kolkata,2,6,1,online,road cave in near school gate is very dangerous for children needs immediate attention,road cave near school gate dangerous children needs immediate attention,road cave near school gate dangerous child need immediate attention,14,1,0
CMP00474,2023-06-26,Entire road is waterlogged after rain due to blocked drains. Vehicles getting stuck daily.,Roads,Negative,Bengaluru,4,5,0,online,entire road is waterlogged after rain due to blocked drains vehicles getting stuck daily,entire road waterlogged rain due blocked drains vehicles getting stuck daily,entire road waterlogged rain due blocked drain vehicle getting stuck daily,14,0,0
CMP00475,2022-07-14,Frequent power outages every day. This is affecting our business and daily life terribly.,Electricity,Neutral,Hyderabad,2,34,0,phone,frequent power outages every day this is affecting our business and daily life terribly,frequent power outages every day affecting business daily life terribly,frequent power outage every day affecting business daily life terribly,14,0,0
CMP00476,2023-11-22,Illegal parking by trucks blocking entire road near market every morning.,Transport,Neutral,Kolkata,2,45,1,online,illegal parking by trucks blocking entire road near market every morning,illegal parking trucks blocking entire road near market every morning,illegal parking truck blocking entire road near market every morning,11,0,0
CMP00477,2023-07-01,A transformer on FC Road exploded yesterday. Still not repaired. Very dangerous situation.,Electricity,Negative,Kolkata,3,23,0,app,a transformer on fc road exploded yesterday still not repaired very dangerous situation,transformer fc road exploded yesterday still not repaired dangerous situation,transformer fc road exploded yesterday still not repaired dangerous situation,13,1,0
CMP00478,2023-07-31,Teacher absent without any substitute for 15 days. No learning happening for children.,Education,Negative,Hyderabad,3,25,0,app,teacher absent without any substitute for days no learning happening for children,teacher absent without substitute days no learning happening children,teacher absent without substitute day no learning happening child,12,0,0
CMP00479,2023-09-03,Sewage drain open near hospital is a major health hazard. Requires urgent sealing.,Sanitation,Negative,Bengaluru,4,34,0,app,sewage drain open near hospital is a major health hazard requires urgent sealing,sewage drain open near hospital major health hazard requires urgent sealing,sewage drain open near hospital major health hazard requires urgent sealing,13,1,0
CMP00480,2023-12-08,Water pressure is very low in our building. Third floor gets no water at all.,Water,Negative,Chennai,3,36,0,online,water pressure is very low in our building third floor gets no water at all,water pressure low building third floor gets no water,water pressure low building third floor get no water,15,0,0
CMP00481,2023-08-20,We have been submitting water shortage complaints for months but no action has been taken.,Water,Negative,Hyderabad,4,15,0,app,we have been submitting water shortage complaints for months but no action has been taken,submitting water shortage complaints months no action taken,submitting water shortage complaint month no action taken,15,0,0
CMP00482,2023-05-10,The water tank in our area overflows daily wasting thousands of litres. Nobody is fixing it.,Water,Negative,Delhi,4,32,0,app,the water tank in our area overflows daily wasting thousands of litres nobody is fixing it,water tank area overflows daily wasting thousands litres nobody fixing,water tank area overflow daily wasting thousand litre nobody fixing,16,0,0
CMP00483,2023-03-21,The water tank in our area overflows daily wasting thousands of litres. Nobody is fixing it.,Water,Negative,Ahmedabad,4,8,0,online,the water tank in our area overflows daily wasting thousands of litres nobody is fixing it,water tank area overflows daily wasting thousands litres nobody fixing,water tank area overflow daily wasting thousand litre nobody fixing,16,0,0
CMP00484,2022-11-23,Hospital building in very poor condition. Ceiling leaking on patients during rains.,Healthcare,Critical/Urgent,Delhi,5,6,0,phone,hospital building in very poor condition ceiling leaking on patients during rains,hospital building poor condition ceiling leaking patients rains,hospital building poor condition ceiling leaking patient rain,12,0,0
CMP00485,2022-10-24,The water tank in our area overflows daily wasting thousands of litres. Nobody is fixing it.,Water,Neutral,Ahmedabad,2,10,0,app,the water tank in our area overflows daily wasting thousands of litres nobody is fixing it,water tank area overflows daily wasting thousands litres nobody fixing,water tank area overflow daily wasting thousand litre nobody fixing,16,0,0
CMP00486,2022-09-26,We have been submitting water shortage complaints for months but no action has been taken.,Water,Neutral,Mumbai,2,26,1,phone,we have been submitting water shortage complaints for months but no action has been taken,submitting water shortage complaints months no action taken,submitting water shortage complaint month no action taken,15,0,0
CMP00487,2023-10-30,Mid-day meal quality very poor. Children falling sick after eating food in school.,Education,Critical/Urgent,Hyderabad,5,9,0,phone,mid day meal quality very poor children falling sick after eating food in school,mid day meal quality poor children falling sick eating food school,mid day meal quality poor child falling sick eating food school,14,0,0
CMP00488,2023-11-19,Water pressure is very low in our building. Third floor gets no water at all.,Water,Negative,Ahmedabad,3,28,0,app,water pressure is very low in our building third floor gets no water at all,water pressure low building third floor gets no water,water pressure low building third floor get no water,15,0,0
CMP00489,2022-12-25,Live wire is hanging dangerously on the road. Children are playing nearby. Very urgent!,Electricity,Negative,Kolkata,3,40,0,walk-in,live wire is hanging dangerously on the road children are playing nearby very urgent,live wire hanging dangerously road children playing nearby urgent,live wire hanging dangerously road child playing nearby urgent,14,1,1
CMP00490,2022-02-25,Our colony has not received clean drinking water since 8 days. This is unacceptable.,Water,Negative,Hyderabad,3,40,0,app,our colony has not received clean drinking water since days this is unacceptable,colony not received clean drinking water since days unacceptable,colony not received clean drinking water since day unacceptable,13,0,0
CMP00491,2023-04-28,Sewage water is mixing with drinking water supply causing serious health hazards.,Water,Neutral,Bengaluru,2,22,0,phone,sewage water is mixing with drinking water supply causing serious health hazards,sewage water mixing drinking water supply causing serious health hazards,sewage water mixing drinking water supply causing serious health hazard,12,0,0
CMP00492,2023-12-13,Street lights are not working for weeks. Area is completely dark and robbery risk is high.,Electricity,Critical/Urgent,Bengaluru,5,7,0,app,street lights are not working for weeks area is completely dark and robbery risk is high,street lights not working weeks area completely dark robbery risk high,street light not working week area completely dark robbery risk high,16,0,0
CMP00493,2023-04-22,"Power cut in our area since 11 days. No electricity at all, we cannot survive in this heat.",Electricity,Negative,Bengaluru,3,5,1,app,power cut in our area since days no electricity at all we cannot survive in this heat,power cut area since days no electricity cannot survive heat,power cut area since day no electricity cannot survive heat,17,0,0
CMP00494,2023-10-27,Vaccination camp cancelled without notice. Parents came with children from far areas.,Healthcare,Critical/Urgent,Ahmedabad,5,4,1,online,vaccination camp cancelled without notice parents came with children from far areas,vaccination camp cancelled without notice parents came children far areas,vaccination camp cancelled without notice parent came child far area,12,0,0
CMP00495,2023-05-28,Road markings completely faded. No lane discipline possible causing accidents.,Roads,Neutral,Kolkata,2,36,0,online,road markings completely faded no lane discipline possible causing accidents,road markings completely faded no lane discipline possible causing accidents,road marking completely faded no lane discipline possible causing accident,10,0,0
CMP00496,2022-01-19,Street lights are not working for weeks. Area is completely dark and robbery risk is high.,Electricity,Critical/Urgent,Pune,5,6,0,app,street lights are not working for weeks area is completely dark and robbery risk is high,street lights not working weeks area completely dark robbery risk high,street light not working week area completely dark robbery risk high,16,0,0
CMP00497,2022-01-31,Street lights are not working for weeks. Area is completely dark and robbery risk is high.,Electricity,Negative,Chennai,4,15,0,app,street lights are not working for weeks area is completely dark and robbery risk is high,street lights not working weeks area completely dark robbery risk high,street light not working week area completely dark robbery risk high,16,0,0
CMP00498,2022-09-04,Public toilet near our area is extremely dirty and not maintained. Spreading disease.,Sanitation,Negative,Delhi,4,28,0,app,public toilet near our area is extremely dirty and not maintained spreading disease,public toilet near area extremely dirty not maintained spreading disease,public toilet near area extremely dirty not maintained spreading disease,13,0,0
CMP00499,2022-11-13,Public toilet near our area is extremely dirty and not maintained. Spreading disease.,Sanitation,Negative,Delhi,3,28,0,phone,public toilet near our area is extremely dirty and not maintained spreading disease,public toilet near area extremely dirty not maintained spreading disease,public toilet near area extremely dirty not maintained spreading disease,13,0,0
CMP00500,2022-01-31,No road repair done after monsoon. Roads are completely broken and damaged beyond repair.,Roads,Negative,Pune,3,27,1,app,no road repair done after monsoon roads are completely broken and damaged beyond repair,no road repair done monsoon roads completely broken damaged beyond repair,no road repair done monsoon road completely broken damaged beyond repair,14,0,0
CMP00501,2022-01-27,Stray dogs attacking residents due to uncollected garbage attracting them near homes.,Sanitation,Negative,Chennai,3,39,0,phone,stray dogs attacking residents due to uncollected garbage attracting them near homes,stray dogs attacking residents due uncollected garbage attracting near homes,stray dog attacking resident due uncollected garbage attracting near home,12,0,0
CMP00502,2022-05-18,"Power cut in our area since 13 days. No electricity at all, we cannot survive in this heat.",Electricity,Neutral,Kolkata,2,42,0,phone,power cut in our area since days no electricity at all we cannot survive in this heat,power cut area since days no electricity cannot survive heat,power cut area since day no electricity cannot survive heat,17,0,0
CMP00503,2022-07-17,Toilet facility in school completely non-functional. Girl students leaving school early.,Education,Neutral,Hyderabad,2,3,1,online,toilet facility in school completely non functional girl students leaving school early,toilet facility school completely non functional girl students leaving school early,toilet facility school completely non functional girl student leaving school early,12,0,0
CMP00504,2022-03-09,Entire road is waterlogged after rain due to blocked drains. Vehicles getting stuck daily.,Roads,Neutral,Delhi,2,29,1,app,entire road is waterlogged after rain due to blocked drains vehicles getting stuck daily,entire road waterlogged rain due blocked drains vehicles getting stuck daily,entire road waterlogged rain due blocked drain vehicle getting stuck daily,14,0,0
CMP00505,2022-02-12,School admission process very corrupt. Poor families being asked for illegal donations.,Education,Critical/Urgent,Ahmedabad,5,6,1,online,school admission process very corrupt poor families being asked for illegal donations,school admission process corrupt poor families asked illegal donations,school admission process corrupt poor family asked illegal donation,12,0,0
CMP00506,2022-09-09,Bus conductor behaved very rudely with senior citizens and refused to give seat.,Transport,Neutral,Ahmedabad,2,3,1,online,bus conductor behaved very rudely with senior citizens and refused to give seat,bus conductor behaved rudely senior citizens refused give seat,bus conductor behaved rudely senior citizen refused give seat,13,0,0
CMP00507,2022-06-20,Street lights are not working for weeks. Area is completely dark and robbery risk is high.,Electricity,Negative,Ahmedabad,4,19,0,phone,street lights are not working for weeks area is completely dark and robbery risk is high,street lights not working weeks area completely dark robbery risk high,street light not working week area completely dark robbery risk high,16,0,0
CMP00508,2023-02-28,Sewage drain open near hospital is a major health hazard. Requires urgent sealing.,Sanitation,Negative,Pune,4,29,0,phone,sewage drain open near hospital is a major health hazard requires urgent sealing,sewage drain open near hospital major health hazard requires urgent sealing,sewage drain open near hospital major health hazard requires urgent sealing,13,1,0
CMP00509,2022-11-28,Drainage blocked for weeks causing sewage overflow on streets near school.,Sanitation,Critical/Urgent,Delhi,5,2,0,online,drainage blocked for weeks causing sewage overflow on streets near school,drainage blocked weeks causing sewage overflow streets near school,drainage blocked week causing sewage overflow street near school,11,0,0
CMP00510,2023-01-23,Long waiting queues at government hospital. Patients waiting since morning without help.,Healthcare,Negative,Ahmedabad,3,3,0,app,long waiting queues at government hospital patients waiting since morning without help,long waiting queues government hospital patients waiting since morning without help,long waiting queue government hospital patient waiting since morning without help,12,0,0
CMP00511,2023-03-06,Auto rickshaws refusing short distance trips and overcharging passengers in our area.,Transport,Neutral,Chennai,2,20,1,app,auto rickshaws refusing short distance trips and overcharging passengers in our area,auto rickshaws refusing short distance trips overcharging passengers area,auto rickshaw refusing short distance trip overcharging passenger area,12,0,0
CMP00512,2023-09-30,Ambulance took 5 hours to arrive for emergency call. Patient condition worsened.,Healthcare,Critical/Urgent,Chennai,5,1,1,walk-in,ambulance took hours to arrive for emergency call patient condition worsened,ambulance took hours arrive emergency call patient condition worsened,ambulance took hour arrive emergency call patient condition worsened,11,1,0
CMP00513,2022-09-01,School admission process very corrupt. Poor families being asked for illegal donations.,Education,Critical/Urgent,Hyderabad,5,10,1,walk-in,school admission process very corrupt poor families being asked for illegal donations,school admission process corrupt poor families asked illegal donations,school admission process corrupt poor family asked illegal donation,12,0,0
CMP00514,2023-09-27,Sewage drain open near hospital is a major health hazard. Requires urgent sealing.,Sanitation,Critical/Urgent,Hyderabad,5,1,0,phone,sewage drain open near hospital is a major health hazard requires urgent sealing,sewage drain open near hospital major health hazard requires urgent sealing,sewage drain open near hospital major health hazard requires urgent sealing,13,1,0
CMP00515,2022-12-06,Sewage water is mixing with drinking water supply causing serious health hazards.,Water,Negative,Mumbai,4,4,0,walk-in,sewage water is mixing with drinking water supply causing serious health hazards,sewage water mixing drinking water supply causing serious health hazards,sewage water mixing drinking water supply causing serious health hazard,12,0,0
CMP00516,2023-04-12,A transformer on Anna Salai exploded yesterday. Still not repaired. Very dangerous situation.,Electricity,Critical/Urgent,Pune,5,1,0,app,a transformer on anna salai exploded yesterday still not repaired very dangerous situation,transformer anna salai exploded yesterday still not repaired dangerous situation,transformer anna salai exploded yesterday still not repaired dangerous situation,13,1,0
CMP00517,2023-07-18,Road construction work started 30 months ago but still incomplete. Causing major traffic.,Roads,Negative,Mumbai,4,19,1,phone,road construction work started months ago but still incomplete causing major traffic,road construction work started months ago still incomplete causing major traffic,road construction work started month ago still incomplete causing major traffic,12,0,0
CMP00518,2023-12-14,Water pressure is very low in our building. Third floor gets no water at all.,Water,Critical/Urgent,Hyderabad,5,10,0,online,water pressure is very low in our building third floor gets no water at all,water pressure low building third floor gets no water,water pressure low building third floor get no water,15,0,0
CMP00519,2022-09-23,Bus conductor behaved very rudely with senior citizens and refused to give seat.,Transport,Neutral,Pune,2,9,1,walk-in,bus conductor behaved very rudely with senior citizens and refused to give seat,bus conductor behaved rudely senior citizens refused give seat,bus conductor behaved rudely senior citizen refused give seat,13,0,0
CMP00520,2022-07-18,Public toilet near our area is extremely dirty and not maintained. Spreading disease.,Sanitation,Critical/Urgent,Bengaluru,5,2,0,walk-in,public toilet near our area is extremely dirty and not maintained spreading disease,public toilet near area extremely dirty not maintained spreading disease,public toilet near area extremely dirty not maintained spreading disease,13,0,0
CMP00521,2022-02-16,Medicines not available at government dispensary for 25 weeks. Patients suffering badly.,Healthcare,Negative,Pune,4,23,0,online,medicines not available at government dispensary for weeks patients suffering badly,medicines not available government dispensary weeks patients suffering badly,medicine not available government dispensary week patient suffering badly,11,0,0
CMP00522,2022-11-12,Hospital staff behaving very rudely with poor patients. This is completely unacceptable.,Healthcare,Critical/Urgent,Chennai,5,9,0,online,hospital staff behaving very rudely with poor patients this is completely unacceptable,hospital staff behaving rudely poor patients completely unacceptable,hospital staff behaving rudely poor patient completely unacceptable,12,0,0
CMP00523,2022-07-18,Sewage water is mixing with drinking water supply causing serious health hazards.,Water,Negative,Pune,3,22,1,walk-in,sewage water is mixing with drinking water supply causing serious health hazards,sewage water mixing drinking water supply causing serious health hazards,sewage water mixing drinking water supply causing serious health hazard,12,0,0
CMP00524,2023-10-05,Government school has no teachers for 22 months. Children sitting idle in class.,Education,Neutral,Kolkata,2,35,0,walk-in,government school has no teachers for months children sitting idle in class,government school no teachers months children sitting idle class,government school no teacher month child sitting idle class,12,0,0
CMP00525,2023-07-23,Toilet facility in school completely non-functional. Girl students leaving school early.,Education,Negative,Bengaluru,4,14,0,app,toilet facility in school completely non functional girl students leaving school early,toilet facility school completely non functional girl students leaving school early,toilet facility school completely non functional girl student leaving school early,12,0,0
CMP00526,2023-10-04,Water pipe has burst on MG Road and water is flooding the road. Immediate repair needed urgently.,Water,Neutral,Delhi,2,37,1,phone,water pipe has burst on mg road and water is flooding the road immediate repair needed urgently,water pipe burst mg road water flooding road immediate repair needed urgently,water pipe burst mg road water flooding road immediate repair needed urgently,17,1,0
CMP00527,2023-12-28,Bus conductor behaved very rudely with senior citizens and refused to give seat.,Transport,Neutral,Bengaluru,2,18,1,online,bus conductor behaved very rudely with senior citizens and refused to give seat,bus conductor behaved rudely senior citizens refused give seat,bus conductor behaved rudely senior citizen refused give seat,13,0,0
CMP00528,2022-08-10,Drainage blocked for weeks causing sewage overflow on streets near school.,Sanitation,Critical/Urgent,Chennai,5,3,0,app,drainage blocked for weeks causing sewage overflow on streets near school,drainage blocked weeks causing sewage overflow streets near school,drainage blocked week causing sewage overflow street near school,11,0,0
CMP00529,2023-06-03,Government school has no teachers for 26 months. Children sitting idle in class.,Education,Critical/Urgent,Bengaluru,5,8,0,phone,government school has no teachers for months children sitting idle in class,government school no teachers months children sitting idle class,government school no teacher month child sitting idle class,12,0,0
CMP00530,2022-04-11,Road markings completely faded. No lane discipline possible causing accidents.,Roads,Negative,Delhi,3,14,0,walk-in,road markings completely faded no lane discipline possible causing accidents,road markings completely faded no lane discipline possible causing accidents,road marking completely faded no lane discipline possible causing accident,10,0,0
CMP00531,2023-04-24,Garbage dump near our society is overflowing. Rodents and mosquitoes breeding rapidly.,Sanitation,Negative,Bengaluru,4,7,0,online,garbage dump near our society is overflowing rodents and mosquitoes breeding rapidly,garbage dump near society overflowing rodents mosquitoes breeding rapidly,garbage dump near society overflowing rodent mosquito breeding rapidly,12,0,0
CMP00532,2022-10-21,Bus driver overspeeding dangerously. Narrowly missed accident with school children today.,Transport,Negative,Chennai,3,35,0,walk-in,bus driver overspeeding dangerously narrowly missed accident with school children today,bus driver overspeeding dangerously narrowly missed accident school children today,bus driver overspeeding dangerously narrowly missed accident school child today,11,1,0
CMP00533,2022-04-28,Medicines not available at government dispensary for 10 weeks. Patients suffering badly.,Healthcare,Critical/Urgent,Bengaluru,5,10,0,phone,medicines not available at government dispensary for weeks patients suffering badly,medicines not available government dispensary weeks patients suffering badly,medicine not available government dispensary week patient suffering badly,11,0,0
CMP00534,2023-08-11,Metro station lift not working for 19 weeks. Elderly and disabled unable to use.,Transport,Negative,Hyderabad,4,11,0,app,metro station lift not working for weeks elderly and disabled unable to use,metro station lift not working weeks elderly disabled unable use,metro station lift not working week elderly disabled unable use,13,0,0
CMP00535,2023-04-28,Metro station lift not working for 19 weeks. Elderly and disabled unable to use.,Transport,Negative,Bengaluru,3,7,1,online,metro station lift not working for weeks elderly and disabled unable to use,metro station lift not working weeks elderly disabled unable use,metro station lift not working week elderly disabled unable use,13,0,0
CMP00536,2023-09-24,The water tank in our area overflows daily wasting thousands of litres. Nobody is fixing it.,Water,Neutral,Pune,2,20,0,phone,the water tank in our area overflows daily wasting thousands of litres nobody is fixing it,water tank area overflows daily wasting thousands litres nobody fixing,water tank area overflow daily wasting thousand litre nobody fixing,16,0,0
CMP00537,2023-12-17,Medicines not available at government dispensary for 26 weeks. Patients suffering badly.,Healthcare,Negative,Kolkata,3,7,1,app,medicines not available at government dispensary for weeks patients suffering badly,medicines not available government dispensary weeks patients suffering badly,medicine not available government dispensary week patient suffering badly,11,0,0
CMP00538,2023-01-08,Long waiting queues at government hospital. Patients waiting since morning without help.,Healthcare,Negative,Ahmedabad,4,12,0,app,long waiting queues at government hospital patients waiting since morning without help,long waiting queues government hospital patients waiting since morning without help,long waiting queue government hospital patient waiting since morning without help,12,0,0
CMP00539,2023-05-06,Sewage drain open near hospital is a major health hazard. Requires urgent sealing.,Sanitation,Negative,Kolkata,4,11,0,app,sewage drain open near hospital is a major health hazard requires urgent sealing,sewage drain open near hospital major health hazard requires urgent sealing,sewage drain open near hospital major health hazard requires urgent sealing,13,1,0
